rank,package_name,downloads,status,phantom_count,phantom_deps,total_imports,total_declared
584,gremlinpython,26482121,no_repo,0,,0,0
585,pydata-google-auth,26478980,success,6,"configparser,cx_freeze,google,google_auth_oauthlib,oauthlib,py2exe",6,0
586,openapi-spec-validator,26353604,success,0,,4,4
587,graphql-relay,26276099,success,1,graphql,2,2
588,duckdb,26252453,success,4,"numpy,pandas,pyarrow,pyspark",4,0
589,pytimeparse,26247765,success,0,,0,0
590,pyee,26196513,success,0,,3,22
591,tb-nightly,25995679,success,16,"absl,bleach,google,grpc,ipython,markdown,numpy,packaging,pkg_resources,tensorboard,tensorboard_data_server,tensorboard_plugin_profile,tensorboard_plugin_wit,tensorflow,tensorflow_io,werkzeug",16,0
592,orderly-set,25993473,clone_failed,0,,0,0
593,onnxruntime,25914592,clone_failed,0,,0,0
594,ninja,25897152,success,1,scikit_build_core,1,0
595,graphene,25883667,success,1,graphql,4,4
596,fastmcp,25813422,success,7,"anyio,cryptography,key_value,pydantic_core,pydantic_settings,starlette,typing_extensions",20,16
597,ijson,25807669,success,1,cffi,1,0
598,types-pytz,25745534,clone_failed,0,,0,0
599,google-cloud-dataflow-client,25664565,clone_failed,0,,0,0
600,pbr,25364941,no_repo,0,,0,0
601,snowballstemmer,25297952,success,0,,0,0
602,pytzdata,25284934,success,2,"cleo,pkg_resources",2,0
603,mlflow-skinny,25255520,success,90,"agents,agno,anthropic,autogen,autogen_agentchat,autogen_core,autogeneration_utils,azure,catboost,claude_agent_sdk,clint,crewai,cycler,databricks,databricks_langchain,datasets,dateutil,dbruntime,dspy,evaluate,gepa,google,graphql,groq,grpc,h2o,h5py,haystack,huggingface_hub,ipython,johnsnowlabs,keras,langchain_community,langchain_core,langgraph,lightgbm,lightning,limits,litellm,llama_index,mistralai,mlflow,onnx,onnxruntime,openai,openinference,opentelemetry,optuna,paddle,paramiko,parsing_utils,peft,pil,plotly,pmdarima,polars,prophet,psutil,py4j,pydantic_ai,pynvml,pyrsmi,pyspark,pytorch_forecasting,pytorch_lightning,ruamel,schema_autogeneration,semantic_kernel,sentence_transformers,setfit,shap,sklearn,smolagents,spacy,starlette,statsmodels,string_utils,tenacity,tensorflow,textstat,toml,tomli,torch,tqdm,transformers,unity_catalog_prompt_messages_pb2,unitycatalog,urllib3,werkzeug,xgboost",126,58
604,simple-salesforce,25085259,success,1,jwt,5,22
605,prettytable,25033878,success,2,"colorama,typing_extensions",3,4
606,schema,24970017,success,1,contextlib2,1,0
607,psycopg-binary,24949891,success,10,"cython,dns,numpy,psycopg,psycopg_c,psycopg_pool,shapely,tomli,typing_extensions,zoneinfo",10,0
608,playwright,24949847,success,1,pyinstaller,3,2
609,entrypoints,24936340,success,0,,0,0
610,semantic-version,24930380,success,2,"django,pkg_resources",2,0
611,ujson,24888543,success,0,,0,0
612,oscrypto,24877325,success,4,"cffi,commonmark,dev,oscrypto_tests",5,1
613,mergedeep,24875121,success,0,,0,0
614,mock,24768155,success,1,blurb,1,0
615,lockfile,24759242,no_repo,0,,0,0
616,moto,24739805,clone_failed,0,,0,0
617,agate,24717827,success,1,proof,7,13
618,tox,24679214,success,0,,11,11
619,pycountry,24669902,success,0,,0,0
620,statsmodels,24635278,success,9,"cvxopt,enthought,models,nitime,numdifftools,scikits,setuptools_scm,sklearn,sympy",18,40
621,userpath,24623570,clone_failed,0,,0,0
622,pytest-timeout,24617333,success,0,,0,2
623,tf-keras-nightly,24588881,clone_failed,0,,0,0
624,ml-dtypes,24574369,success,0,,1,6
625,rfc3987-syntax,24513912,clone_failed,0,,0,0
626,retrying,24479209,success,0,,0,0
627,pkgutil-resolve-name,24448509,success,0,,0,0
628,pywin32,24441895,success,44,"adsi,calltipwindow,commctrl,dde,document_object,exchange,isapi,mapi,ntsecuritycon,perfmon,pythoncom,pywin,pywin32_system32,pywintypes,regutil,scripts,servicemanager,sspicon,test,typing_extensions,win32api,win32clipboard,win32com,win32comext,win32con,win32console,win32event,win32evtlog,win32evtlogutil,win32file,win32gui,win32help,win32pdh,win32pdhutil,win32process,win32ras,win32security,win32service,win32trace,win32traceutil,win32ui,win32uiole,win32wnet,winerror",44,0
629,pypdf,24357426,success,3,"crypto,pil,rich",5,16
630,sqlglot,24285539,success,1,sqlglotrs,4,13
631,hvac,24243815,success,2,"hcl,requests",2,0
632,great-expectations,24182374,clone_failed,0,,0,0
633,tblib,24048504,success,0,,0,0
634,pytest-metadata,23795291,success,0,,0,5
635,parse,23793265,success,0,,0,0
636,databricks-sqlalchemy,23752064,success,3,"alembic,databricks,sqlalchemy",3,0
637,google-cloud-spanner,23685629,success,11,"google,gooogle,grpc,grpc_interceptor,grpc_status,mmh3,opentelemetry,proto,requests,sqlparse,synthtool",11,0
638,zope-event,23605924,success,1,zope,1,0
639,oss2,23511301,no_repo,0,,0,0
640,dbt-protos,23432053,success,3,"dbtlabs,google,grpc",3,1
641,readme-renderer,23420982,success,0,,2,4
642,unidecode,23297782,no_repo,0,,0,0
643,pipenv,23280991,success,6,"bs4,keyring,parse,requests,semver,urllib3",6,17
644,gast,23267752,success,1,astn,1,0
645,openapi-schema-validator,23119416,success,2,"jsonschema,jsonschema_specifications",2,0
646,patsy,23102541,success,3,"ipython,pandas,thread",6,4
647,aiosqlite,22876724,success,0,,0,12
648,pathos,22817430,success,11,"dejong,dill,mpi4py,multiprocess,mystic,numpy,optimize_helper,poly,ppft,pyina,version",11,0
649,dateparser,22513190,success,11,"atheris,convertdate,dateparser_cli,dateparser_data,dateparser_scripts,fasttext,fuzz_helpers,langdetect,parsel,requests,ruamel",16,6
650,pathable,22378616,success,1,pyrsistent,1,0
651,tldextract,22321850,success,0,,4,17
652,python-jose,22206069,clone_failed,0,,0,0
653,nvidia-cufile-cu12,22067621,no_repo,0,,0,0
654,pytest-rerunfailures,21999356,success,0,,0,2
655,mdit-py-plugins,21989280,success,1,markdown_it,1,8
656,aws-requests-auth,21964971,success,2,"botocore,urlparse",3,1
657,parsedatetime,21911062,success,1,pyicu,1,0
658,cramjam,21834877,success,0,,0,6
659,tensorboard-data-server,21760011,clone_failed,0,,0,0
660,ddtrace,21699844,clone_failed,0,,0,0
661,sphinxcontrib-serializinghtml,21666595,clone_failed,0,,0,0
662,opt-einsum,21602236,no_repo,0,,0,0
663,twine,21585501,success,0,,10,10
664,pox,21579044,success,1,version,1,0
665,yamllint,21531549,success,0,,1,8
666,ppft,21523640,success,4,"configobj,dill,six,version",4,0
667,azure-datalake-store,21406427,success,3,"queue,thread,urllib3",4,2
668,dask,21279155,success,33,"bottleneck,cachey,cityhash,crick,cudf,cupy,cupyx,dask_cudf,dask_ml,fastavro,graphviz,h5py,ipycytoscape,ipython,ipywidgets,matplotlib,mimesis,mmh3,numba,numbagg,psutil,rmm,scipy,skimage,sparse,sqlalchemy,tblib,tiledb,tlz,typing_extensions,xarray,xxhash,zarr",45,23
669,kafka-python,21278278,success,11,"botocore,gssapi,kafka,lz4f,lz4framed,pywintypes,sspi,sspicon,urlparse,win32security,xxhash",15,9
670,astronomer-cosmos,21218925,success,19,"agate,airflow,asgiref,azure,botocore,cosmos,dbt,dbt_common,fastapi,flask,flask_appbuilder,google,kubernetes,openlineage,pendulum,psutil,pyspark,requests,sqlalchemy",26,39
671,alabaster,21162165,success,0,,0,0
672,imagesize,21157179,success,2,"image,pil",2,0
673,diskcache,21145899,success,1,django,1,0
674,pyperclip,21140189,success,4,"appkit,foundation,pyqt5,qtpy",4,0
675,elastic-transport,21126150,success,2,"importlib_metadata,opentelemetry",7,21
676,azure-cosmos,21061221,success,79,"adal,agent_framework,aio,avro,azure,azureml,bytecode,cchardet,certifi,chardet,charset_normalizer,ci_tools,cloudevents,colorama,common_tasks,corehttp,cryptography,dns,docker,dotenv,gh_tools,httpcore,infra,ipython,isodate,jinja2,jsonschema,jwt,key_vault_base,key_vault_base_async,langchain_azure_ai,langchain_core,langgraph,makefun,marshmallow,mcp,mldesigner,msal,msal_extensions,msrest,msrestazure,multidict,nltk,openai,opentelemetry,packaging,pandas,pkg_resources,prep_sphinx_env,process_monitor,promptflow,psutil,pydantic,pydash,pypi_tools,pyrit,pyspark,requests,ruamel,run_sphinx_apidoc,semantic_kernel,six,smoke_test,smoke_test_async,starlette,strictyaml,tenacity,tox_helper_tasks,tqdm,trio,typing_extensions,uamqp,urllib2,urllib3,urlparse,uvicorn,verify_whl,websocket,yarl",79,0
677,python-http-client,20964543,clone_failed,0,,0,0
678,pip-tools,20958539,success,1,piptools,3,15
679,msrestazure,20924793,success,2,"requests,urlparse",3,3
680,tableauserverclient,20823696,success,0,,5,12
681,llama-parse,20805710,no_repo,0,,0,0
682,validators,20802960,clone_failed,0,,0,0
683,wandb,20760659,success,41,"azure,catboost,core,cv2,dill,fastai,google,gpu_stats,grpc_tools,gym,gymnasium,ipykernel,ipython,jax,joblib,keras,kfp,langchain,lightgbm,lightning,matplotlib,metaflow,openai,pandas,pil,pydantic_core,pytz,sacred,scipy,sklearn,stable_baselines3,tensorboard,tensorflow,torch,tqdm,ultralytics,urllib3,wandb_gql,wandb_graphql,weave,xgboost",62,52
684,holidays,20706642,success,0,,1,1
685,mmh3,20661535,success,0,,0,16
686,pybind11,20640068,success,0,,0,0
687,smdebug-rulesconfig,20611911,success,0,,0,0
688,google-cloud-firestore,20604171,success,6,"google,grpc,proto,requests,synthtool,typing_extensions",6,0
689,dbt-semantic-interfaces,20597434,no_repo,0,,0,0
690,looker-sdk,20528047,no_repo,0,,0,0
691,streamlit,20524126,success,52,"altair,authlib,blinker,bokeh,cachetools,cryptography,e2e_playwright,extra_streamlit_components,folium,google,graphviz,langchain,matplotlib,numpy,packaging,pandas,pil,playwright,plotly,polars,pyarrow,pydeck,requests,rich,seaborn,shared,size_and_weight_test_app,snowflake,sqlalchemy,st_aggrid,streamlit_ace,streamlit_antd_components,streamlit_autorefresh,streamlit_bokeh,streamlit_chat,streamlit_echarts,streamlit_folium,streamlit_option_menu,streamlit_pdf,streamlit_url_fragment,sympy,tenacity,tensorflow,theme_chart_colors_app,theme_tester_app,toml,tornado,typing_extensions,uvloop,vega_datasets,watchdog,xarray",52,0
692,scikit-image,20517638,success,7,"imread,mpl_toolkits,osgeo,pil,pywt,skimage,sklearn",23,47
693,cron-descriptor,20428226,success,0,,1,5
694,keras,20329206,success,24,"absl,cv2,flax,google,grain,huggingface_hub,ipython,jax,matplotlib,onnx,openvino,pandas,pil,psutil,pydot,pydot_ng,pydotplus,requests,scipy,sklearn,tensorboard,tensorflow,tensorflow_datasets,torch",31,8
695,gcloud-aio-bigquery,20324218,success,10,"aiofiles,backoff,cryptography,gcloud,jwt,prometheus_client,pyasn1,pyasn1_modules,requests,rsa",10,0
696,gcloud-aio-auth,20276673,success,10,"aiofiles,backoff,cryptography,gcloud,jwt,prometheus_client,pyasn1,pyasn1_modules,requests,rsa",10,0
697,dacite,20115734,success,1,typing_extensions,1,8
698,sphinxcontrib-htmlhelp,20062648,clone_failed,0,,0,0
699,bytecode,20055430,clone_failed,0,,0,0
700,sphinxcontrib-applehelp,19971708,clone_failed,0,,0,0
701,sphinxcontrib-qthelp,19959884,clone_failed,0,,0,0
702,sphinxcontrib-devhelp,19946825,clone_failed,0,,0,0
703,leather,19881225,no_repo,0,,0,0
704,apache-airflow-providers-cncf-kubernetes,19873275,success,259,"a2wsgi,adlfs,aiobotocore,aiofiles,aiosmtplib,airbyte_api,airflow,airflow_breeze,airflow_local_settings,airflowctl,alembic,alibabacloud_adb20211201,alibabacloud_tea_openapi,anyio,apache_beam,apprise,arango,argcomplete,asana,asgiref,asyncssh,atlassian,attr,attrs,azure,babel,boto3,botocore,bson,cadwyn,cassandra,celery,certifi,cohere,colorama,colorlog,confluent_kafka,connexion,cron_descriptor,croniter,cryptography,daemon,databricks,datadog,datamodel_code_generator,dateutil,deltalake,deprecated,dill,docker,docs,dotenv,duckdb,elastic_transport,elasticsearch,facebook_business,fastapi,fastapi_cli,filelock,flask,flask_appbuilder,flask_babel,flask_jwt_extended,flask_limiter,flask_login,flask_session,flask_sqlalchemy,flask_wtf,fsspec,gcloud,gcsfs,gevent,github,google,google_auth_httplib2,google_auth_oauthlib,googleapiclient,graphviz,greenback,gremlin_python,grpc,hdfs,hmsclient,httpcore,httplib2,hvac,ibmcloudant,impala,importlib_metadata,inflection,influxdb_client,inputimeout,itsdangerous,jaydebeapi,jenkins,jinja2,jmespath,jpype,jsonpath_ng,jsonschema,jupyter_client,jwt,kerberos,keycloak,keyring,kiota_abstractions,kiota_authentication_azure,kiota_http,kiota_serialization_json,kiota_serialization_text,kubernetes,kubernetes_asyncio,kylinpy,lazy_object_proxy,libcst,lockfile,looker_sdk,lxml,markupsafe,marshmallow,marshmallow_sqlalchemy,memray,mergedeep,methodtools,more_itertools,msal,msgraph_core,msgraphfs,msgspec,msrest,msrestazure,mypy_boto3_appflow,mypy_boto3_rds,mypy_boto3_redshift_data,mypy_boto3_s3,mypy_boto3_verifiedpermissions,mysql,mysqldb,natsort,neo4j,numpy,odps,onelogin,openai,openapi_spec_validator,openlineage,opensearchpy,opentelemetry,opsgenie_sdk,oracledb,oss2,packaging,pagerduty,pandas,pandas_gbq,papermill,paramiko,pathspec,pendulum,performance_dags,pgvector,pinecone,pinotdb,pluggy,plyvel,polars,prestodb,proto,provider_yaml_utils,psutil,psycopg,psycopg2,pyarrow,pyathena,pydantic,pydantic_core,pydruid,pyexasol,pygtrie,pyhive,pyiceberg,pymongo,pymssql,pymysql,pyodbc,pypsrp,pyspark,pytz,qdrant_client,redis,redshift_connector,requests,requests_gssapi,requests_kerberos,requests_toolbelt,restructuredtext_lint,retryhttp,rich,rich_argparse,rich_click,s3fs,sagemaker_studio,segment,semver,sendgrid,sentry_sdk,setproctitle,simple_salesforce,slack_sdk,slugify,smbclient,smbprotocol,snowflake,sphinx_airflow_theme,sphinx_exts,spython,sqlalchemy,sqlalchemy_jsonfield,sqlalchemy_utils,sqlparse,sshtunnel,starlette,statsd,structlog,svcs,tableauserverclient,tabulate,telegram,tenacity,teradatasql,termcolor,tests_common,thrift,thrift_sasl,tomli,tqdm,traitlets,trino,typing_extensions,upath,urllib3,uuid6,uvicorn,vertex_ray,vertexai,vertica_python,watchfiles,watchtower,weaviate,werkzeug,winrm,wtforms,yandex,yandex_query_client,yandexcloud,ydb,ydb_dbapi,zenpy,zoneinfo",262,106
705,dbt-extractor,19850677,success,1,tree_sitter,1,0
706,gym-notices,19725017,success,0,,0,0
707,apache-airflow-providers-snowflake,19724949,success,259,"a2wsgi,adlfs,aiobotocore,aiofiles,aiosmtplib,airbyte_api,airflow,airflow_breeze,airflow_local_settings,airflowctl,alembic,alibabacloud_adb20211201,alibabacloud_tea_openapi,anyio,apache_beam,apprise,arango,argcomplete,asana,asgiref,asyncssh,atlassian,attr,attrs,azure,babel,boto3,botocore,bson,cadwyn,cassandra,celery,certifi,cohere,colorama,colorlog,confluent_kafka,connexion,cron_descriptor,croniter,cryptography,daemon,databricks,datadog,datamodel_code_generator,dateutil,deltalake,deprecated,dill,docker,docs,dotenv,duckdb,elastic_transport,elasticsearch,facebook_business,fastapi,fastapi_cli,filelock,flask,flask_appbuilder,flask_babel,flask_jwt_extended,flask_limiter,flask_login,flask_session,flask_sqlalchemy,flask_wtf,fsspec,gcloud,gcsfs,gevent,github,google,google_auth_httplib2,google_auth_oauthlib,googleapiclient,graphviz,greenback,gremlin_python,grpc,hdfs,hmsclient,httpcore,httplib2,hvac,ibmcloudant,impala,importlib_metadata,inflection,influxdb_client,inputimeout,itsdangerous,jaydebeapi,jenkins,jinja2,jmespath,jpype,jsonpath_ng,jsonschema,jupyter_client,jwt,kerberos,keycloak,keyring,kiota_abstractions,kiota_authentication_azure,kiota_http,kiota_serialization_json,kiota_serialization_text,kubernetes,kubernetes_asyncio,kylinpy,lazy_object_proxy,libcst,lockfile,looker_sdk,lxml,markupsafe,marshmallow,marshmallow_sqlalchemy,memray,mergedeep,methodtools,more_itertools,msal,msgraph_core,msgraphfs,msgspec,msrest,msrestazure,mypy_boto3_appflow,mypy_boto3_rds,mypy_boto3_redshift_data,mypy_boto3_s3,mypy_boto3_verifiedpermissions,mysql,mysqldb,natsort,neo4j,numpy,odps,onelogin,openai,openapi_spec_validator,openlineage,opensearchpy,opentelemetry,opsgenie_sdk,oracledb,oss2,packaging,pagerduty,pandas,pandas_gbq,papermill,paramiko,pathspec,pendulum,performance_dags,pgvector,pinecone,pinotdb,pluggy,plyvel,polars,prestodb,proto,provider_yaml_utils,psutil,psycopg,psycopg2,pyarrow,pyathena,pydantic,pydantic_core,pydruid,pyexasol,pygtrie,pyhive,pyiceberg,pymongo,pymssql,pymysql,pyodbc,pypsrp,pyspark,pytz,qdrant_client,redis,redshift_connector,requests,requests_gssapi,requests_kerberos,requests_toolbelt,restructuredtext_lint,retryhttp,rich,rich_argparse,rich_click,s3fs,sagemaker_studio,segment,semver,sendgrid,sentry_sdk,setproctitle,simple_salesforce,slack_sdk,slugify,smbclient,smbprotocol,snowflake,sphinx_airflow_theme,sphinx_exts,spython,sqlalchemy,sqlalchemy_jsonfield,sqlalchemy_utils,sqlparse,sshtunnel,starlette,statsd,structlog,svcs,tableauserverclient,tabulate,telegram,tenacity,teradatasql,termcolor,tests_common,thrift,thrift_sasl,tomli,tqdm,traitlets,trino,typing_extensions,upath,urllib3,uuid6,uvicorn,vertex_ray,vertexai,vertica_python,watchfiles,watchtower,weaviate,werkzeug,winrm,wtforms,yandex,yandex_query_client,yandexcloud,ydb,ydb_dbapi,zenpy,zoneinfo",262,106
708,msgspec,19661376,success,4,"annotationlib,attrs,eval_type_backport,typing_extensions",6,3
709,semgrep,19637026,success,22,"attr,attrs,boltons,click_option_group,colorama,constants,glom,jsonschema,mcp,opentelemetry,packaging,peewee,pydantic,requests,rich,ruamel,semdep,starlette,tomli,typing_extensions,urllib3,wcmatch",22,1
710,opentelemetry-instrumentation-logging,19625186,clone_failed,0,,0,0
711,jira,19622726,success,1,magic,13,35
712,hyperlink,19607849,success,1,hypothesis,2,2
713,azure-mgmt-resource,19580093,clone_failed,0,,0,0
714,linkify-it-py,19578020,success,1,uc_micro,1,13
715,python-telegram-bot,19553027,success,5,"chango,pytz,telegram,tornado,zoneinfo",9,9
716,opencv-python-headless,19549956,success,3,"auditwheel,packaging,skbuild",3,2
717,envier,19495437,success,0,,0,1
718,llama-cloud-services,19462116,no_repo,0,,0,0
719,bs4,19439359,no_repo,0,,0,0
720,pyright,19416731,success,3,"nodejs_wheel,packaging,typing_extensions",3,1
721,mysqlclient,19368564,success,1,mysqldb,1,0
722,types-setuptools,19277284,clone_failed,0,,0,0
723,uc-micro-py,19198629,success,0,,0,3
724,flask-sqlalchemy,19037936,success,0,,2,2
725,pypdf2,19024792,success,4,"crypto,pil,pypdf,rich",6,16
726,python-magic,18991777,success,0,,0,0
727,google-cloud-datacatalog,18966488,clone_failed,0,,0,0
728,sphinxcontrib-jsmath,18946856,no_repo,0,,0,0
729,flask-limiter,18906790,success,1,werkzeug,6,5
730,tree-sitter,18829766,success,0,,0,7
731,azure-storage-queue,18779174,clone_failed,0,,0,0
732,azure-mgmt-storage,18746572,clone_failed,0,,0,0
733,types-urllib3,18587344,clone_failed,0,,0,0
734,inflect,18540373,success,0,,2,16
735,cached-property,18495687,success,0,,0,0
736,stevedore,18471839,no_repo,0,,0,0
737,sqlalchemy-utils,18433582,success,1,zoneinfo,14,25
738,argparse,18408759,success,1,sets,1,0
739,textual,18352005,success,7,"markdown_it,platformdirs,rich,textual_dev,textual_speedups,tree_sitter,typing_extensions",7,0
740,texttable,18305539,clone_failed,0,,0,0
741,emoji,18184600,success,6,"bs4,cloudscraper,django,generateutils,htmlmin,requests",6,2
742,accelerate,18176375,success,43,"aim,bitsandbytes,boto3,clearml,comet_ml,datasets,deepspeed,dvclive,github,habana_frameworks,intel_extension_for_pytorch,intel_transformer_engine,lomo_optim,manim,megatron,mlflow,msamp,oneccl_bindings_for_pytorch,peft,pretrain_bert,pretrain_gpt,pretrain_t5,pynvml,rich,sagemaker,slack_sdk,smdistributed,swanlab,tabulate,tensorboardx,timm,torch_mlu,torch_musa,torch_npu,torch_sdaa,torch_xla,torchao,torchdata,tqdm,trackio,transformer_engine,transformers,wandb",49,7
743,apache-airflow-providers-databricks,18101482,success,259,"a2wsgi,adlfs,aiobotocore,aiofiles,aiosmtplib,airbyte_api,airflow,airflow_breeze,airflow_local_settings,airflowctl,alembic,alibabacloud_adb20211201,alibabacloud_tea_openapi,anyio,apache_beam,apprise,arango,argcomplete,asana,asgiref,asyncssh,atlassian,attr,attrs,azure,babel,boto3,botocore,bson,cadwyn,cassandra,celery,certifi,cohere,colorama,colorlog,confluent_kafka,connexion,cron_descriptor,croniter,cryptography,daemon,databricks,datadog,datamodel_code_generator,dateutil,deltalake,deprecated,dill,docker,docs,dotenv,duckdb,elastic_transport,elasticsearch,facebook_business,fastapi,fastapi_cli,filelock,flask,flask_appbuilder,flask_babel,flask_jwt_extended,flask_limiter,flask_login,flask_session,flask_sqlalchemy,flask_wtf,fsspec,gcloud,gcsfs,gevent,github,google,google_auth_httplib2,google_auth_oauthlib,googleapiclient,graphviz,greenback,gremlin_python,grpc,hdfs,hmsclient,httpcore,httplib2,hvac,ibmcloudant,impala,importlib_metadata,inflection,influxdb_client,inputimeout,itsdangerous,jaydebeapi,jenkins,jinja2,jmespath,jpype,jsonpath_ng,jsonschema,jupyter_client,jwt,kerberos,keycloak,keyring,kiota_abstractions,kiota_authentication_azure,kiota_http,kiota_serialization_json,kiota_serialization_text,kubernetes,kubernetes_asyncio,kylinpy,lazy_object_proxy,libcst,lockfile,looker_sdk,lxml,markupsafe,marshmallow,marshmallow_sqlalchemy,memray,mergedeep,methodtools,more_itertools,msal,msgraph_core,msgraphfs,msgspec,msrest,msrestazure,mypy_boto3_appflow,mypy_boto3_rds,mypy_boto3_redshift_data,mypy_boto3_s3,mypy_boto3_verifiedpermissions,mysql,mysqldb,natsort,neo4j,numpy,odps,onelogin,openai,openapi_spec_validator,openlineage,opensearchpy,opentelemetry,opsgenie_sdk,oracledb,oss2,packaging,pagerduty,pandas,pandas_gbq,papermill,paramiko,pathspec,pendulum,performance_dags,pgvector,pinecone,pinotdb,pluggy,plyvel,polars,prestodb,proto,provider_yaml_utils,psutil,psycopg,psycopg2,pyarrow,pyathena,pydantic,pydantic_core,pydruid,pyexasol,pygtrie,pyhive,pyiceberg,pymongo,pymssql,pymysql,pyodbc,pypsrp,pyspark,pytz,qdrant_client,redis,redshift_connector,requests,requests_gssapi,requests_kerberos,requests_toolbelt,restructuredtext_lint,retryhttp,rich,rich_argparse,rich_click,s3fs,sagemaker_studio,segment,semver,sendgrid,sentry_sdk,setproctitle,simple_salesforce,slack_sdk,slugify,smbclient,smbprotocol,snowflake,sphinx_airflow_theme,sphinx_exts,spython,sqlalchemy,sqlalchemy_jsonfield,sqlalchemy_utils,sqlparse,sshtunnel,starlette,statsd,structlog,svcs,tableauserverclient,tabulate,telegram,tenacity,teradatasql,termcolor,tests_common,thrift,thrift_sasl,tomli,tqdm,traitlets,trino,typing_extensions,upath,urllib3,uuid6,uvicorn,vertex_ray,vertexai,vertica_python,watchfiles,watchtower,weaviate,werkzeug,winrm,wtforms,yandex,yandex_query_client,yandexcloud,ydb,ydb_dbapi,zenpy,zoneinfo",262,106
744,opentelemetry-distro,18051063,clone_failed,0,,0,0
745,google-cloud-container,18030194,clone_failed,0,,0,0
746,tomli-w,18026455,clone_failed,0,,0,0
747,spacy,18010261,success,19,"copy_reg,cpickle,cupy,gensim,google,ipython,jieba,ml_datasets,natto,plac,pymorphy2,pymorphy3,pythainlp,pyvi,spacy_pkuseg,spacy_transformers,sudachipy,typer,typing_extensions",32,18
748,universal-pathlib,17983864,clone_failed,0,,0,0
749,google-cloud-translate,17906754,clone_failed,0,,0,0
750,pytest-runner,17905843,success,1,pkg_resources,1,0
751,id,17902078,success,0,,1,12
752,py-cpuinfo,17855588,success,1,cpuinfo,1,0
753,phonenumbers,17855089,success,1,google,1,0
754,apache-airflow-providers-fab,17778909,success,259,"a2wsgi,adlfs,aiobotocore,aiofiles,aiosmtplib,airbyte_api,airflow,airflow_breeze,airflow_local_settings,airflowctl,alembic,alibabacloud_adb20211201,alibabacloud_tea_openapi,anyio,apache_beam,apprise,arango,argcomplete,asana,asgiref,asyncssh,atlassian,attr,attrs,azure,babel,boto3,botocore,bson,cadwyn,cassandra,celery,certifi,cohere,colorama,colorlog,confluent_kafka,connexion,cron_descriptor,croniter,cryptography,daemon,databricks,datadog,datamodel_code_generator,dateutil,deltalake,deprecated,dill,docker,docs,dotenv,duckdb,elastic_transport,elasticsearch,facebook_business,fastapi,fastapi_cli,filelock,flask,flask_appbuilder,flask_babel,flask_jwt_extended,flask_limiter,flask_login,flask_session,flask_sqlalchemy,flask_wtf,fsspec,gcloud,gcsfs,gevent,github,google,google_auth_httplib2,google_auth_oauthlib,googleapiclient,graphviz,greenback,gremlin_python,grpc,hdfs,hmsclient,httpcore,httplib2,hvac,ibmcloudant,impala,importlib_metadata,inflection,influxdb_client,inputimeout,itsdangerous,jaydebeapi,jenkins,jinja2,jmespath,jpype,jsonpath_ng,jsonschema,jupyter_client,jwt,kerberos,keycloak,keyring,kiota_abstractions,kiota_authentication_azure,kiota_http,kiota_serialization_json,kiota_serialization_text,kubernetes,kubernetes_asyncio,kylinpy,lazy_object_proxy,libcst,lockfile,looker_sdk,lxml,markupsafe,marshmallow,marshmallow_sqlalchemy,memray,mergedeep,methodtools,more_itertools,msal,msgraph_core,msgraphfs,msgspec,msrest,msrestazure,mypy_boto3_appflow,mypy_boto3_rds,mypy_boto3_redshift_data,mypy_boto3_s3,mypy_boto3_verifiedpermissions,mysql,mysqldb,natsort,neo4j,numpy,odps,onelogin,openai,openapi_spec_validator,openlineage,opensearchpy,opentelemetry,opsgenie_sdk,oracledb,oss2,packaging,pagerduty,pandas,pandas_gbq,papermill,paramiko,pathspec,pendulum,performance_dags,pgvector,pinecone,pinotdb,pluggy,plyvel,polars,prestodb,proto,provider_yaml_utils,psutil,psycopg,psycopg2,pyarrow,pyathena,pydantic,pydantic_core,pydruid,pyexasol,pygtrie,pyhive,pyiceberg,pymongo,pymssql,pymysql,pyodbc,pypsrp,pyspark,pytz,qdrant_client,redis,redshift_connector,requests,requests_gssapi,requests_kerberos,requests_toolbelt,restructuredtext_lint,retryhttp,rich,rich_argparse,rich_click,s3fs,sagemaker_studio,segment,semver,sendgrid,sentry_sdk,setproctitle,simple_salesforce,slack_sdk,slugify,smbclient,smbprotocol,snowflake,sphinx_airflow_theme,sphinx_exts,spython,sqlalchemy,sqlalchemy_jsonfield,sqlalchemy_utils,sqlparse,sshtunnel,starlette,statsd,structlog,svcs,tableauserverclient,tabulate,telegram,tenacity,teradatasql,termcolor,tests_common,thrift,thrift_sasl,tomli,tqdm,traitlets,trino,typing_extensions,upath,urllib3,uuid6,uvicorn,vertex_ray,vertexai,vertica_python,watchfiles,watchtower,weaviate,werkzeug,winrm,wtforms,yandex,yandex_query_client,yandexcloud,ydb,ydb_dbapi,zenpy,zoneinfo",262,106
755,bracex,17727463,success,0,,0,0
756,sentence-transformers,17719060,success,17,"coloredlogs,elasticsearch,faiss,habana_frameworks,model2vec,nltk,numpy,onnxruntime,opensearchpy,packaging,pil,qdrant_client,safetensors,seismic,sklearn,tokenizers,usearch",27,16
757,grpc-interceptor,17713822,success,2,"google,grpc",2,0
758,thriftpy2,17699507,success,2,"six,toro",4,9
759,limits,17689033,success,1,emcache,7,10
760,reportlab,17638527,no_repo,0,,0,0
761,flask-login,17481090,clone_failed,0,,0,0
762,google-cloud-dataplex,17473560,clone_failed,0,,0,0
