rank,package_name,downloads,status,phantom_count,phantom_deps,total_imports,total_declared,repo_url
943,trino,12030638,success,10,"gssapi,lz4,orjson,python-dateutil,requests,requests-gssapi,requests-kerberos,setuptools,tzlocal,zstandard",12,0,https://github.com/trinodb/trino-python-client
944,timm,12018529,success,21,"apex,clu,datasets,deepspeed,functorch,fvcore,gluoncv,jax,ml-dtypes,mxnet,onnxruntime,opt-einsum,pandas,pillow,scikit-learn,scipy,tensorflow,tensorflow-datasets,typing-extensions,wandb,webdataset",30,11,https://github.com/huggingface/pytorch-image-models
945,pysftp,11971191,no_repo,0,,0,0,
946,sh,11936263,success,0,,0,0,https://github.com/amoffat/sh
947,bidict,11930491,success,1,pytest,3,1,https://github.com/jab/bidict
948,mkdocs-material,11845654,success,6,"click,jieba,mergedeep,pymdownx,pyyaml,watchdog",17,18,https://github.com/squidfunk/mkdocs-material
949,appnope,11841321,success,1,setuptools,1,0,https://github.com/minrk/appnope
950,azure-mgmt-containerinstance,11810100,clone_failed,0,,0,0,https://github.com/Azure/azure-sdk-for-python
951,geoip2,11798266,success,1,typing-extensions,5,3,https://github.com/maxmind/GeoIP2-python
952,yapf,11792365,success,0,,6,2,https://github.com/google/yapf
953,twilio,11739220,success,1,setuptools,7,8,https://github.com/twilio/twilio-python
954,lightgbm,11724476,success,2,"joblib,typing-extensions",11,12,https://github.com/microsoft/LightGBM
955,types-toml,11676029,success,1,urllib3,5,9,https://github.com/typeshed-internal/stub_uploader
956,checkov,11675471,success,41,"-pytest,aiohttp,aiomultiprocess,argcomplete,bc-jsonpath-ng,boto3,botocore,cachetools,charset-normalizer,click,cloudsplaining,colorama,configargparse,detect-secrets,docker,dockerfile-parse,dpath,git,hcl2,jinja2,jmespath,jsonschema,junit-xml,lark,license-expression,mypy-boto3-s3,packageurl,platformdirs,prettytable,pycep,pydantic,pytest,requests,setuptools,spdx-tools,tabulate,termcolor,tqdm,typing-extensions,urllib3,yarl",49,1,https://github.com/bridgecrewio/checkov
957,gradio,11655123,success,22,"anthropic,beautifulsoup4,boto3,botocore,discord,hatchling,html2text,ipython,libsql-client,onnxruntime,parler-tts,polars,psutil,pyannote,pydantic-core,pyodide,rich,src,transformers-js-py,twine,voyageai,whisper",106,84,https://github.com/gradio-app/gradio
958,py-spy,11642755,success,2,"pyyaml,requests",2,1,https://github.com/benfred/py-spy
959,ipdb,11514932,success,6,"configparser,decorator,ipython,setuptools,toml,tomli",7,0,https://github.com/gotcha/ipdb
960,strenum,11507630,success,5,"configparser,cx-freeze,distutils,py2exe,setuptools",6,0,https://github.com/irgeek/StrEnum
961,temporalio,11506906,success,12,"agents,botocore,google,grpc,langchain-core,nexusrpc,openai,openinference,psutil,pydantic-core,temporal,types-aiobotocore-s3",20,19,https://github.com/temporalio/sdk-python
962,azure-storage-file-share,11500640,success,7,"checkers,dotenv,github,jsondiff,markdown,python-dateutil,subprocess32",40,87,https://github.com/Azure/azure-sdk-for-python
963,pinotdb,11494587,success,0,,5,7,https://github.com/startreedata/pinot-dbapi
964,configparser,11472449,success,0,,0,13,https://github.com/jaraco/configparser
965,sphinx-rtd-theme,11431244,success,4,"distutils,setuptools,sphinx,sphinxcontrib",4,0,https://github.com/readthedocs/sphinx_rtd_theme
966,mypy-boto3-rds,11415123,success,6,"mypy-boto3-s3,pytest,pytest-mock,twine,types-aiobotocore-s3,types-boto3-s3",18,16,https://github.com/youtype/mypy_boto3_builder
967,langgraph-prebuilt,11408933,success,13,"dotenv,langchain,langchain-protocol,langsmith,msgspec,numpy,pycryptodome,pydantic-core,pyperf,requests,starlette,typing-extensions,uvloop",34,23,https://github.com/langchain-ai/langgraph
968,curl-cffi,11388738,success,6,"-cffi-backend,eventlet,gevent,orjson,readability,setuptools",22,33,https://github.com/lexiforest/curl_cffi
969,incremental,11385725,success,2,"distutils,setuptools",6,61,https://github.com/twisted/incremental
970,boltons,11379968,success,4,"clastic,lithoxyl,urllib2,werkzeug",6,4,https://github.com/mahmoud/boltons
971,connexion,11359678,success,0,,18,17,https://github.com/spec-first/connexion
972,ftfy,11353044,success,0,,2,1,https://github.com/rspeer/python-ftfy
973,optree,11337671,success,3,"packaging,pybind11,setuptools",9,25,https://github.com/metaopt/optree
974,apache-airflow-providers-http,11333149,success,25,"-pytest,-typeshed,airflow-shared,anyio,attr,daemon,elastic-transport,fastapi-cli,flask-babel,github3,googleapiclient,gremlin-python,hatchling,httpcore,jwt,kombu,mysqldb,openapi-spec-validator,opentelemetry,performance-dags,pydantic-core,pymysql,thrift,unit,watchfiles",156,528,https://github.com/apache/airflow
975,rich-rst,11330902,success,3,"image,pillow,typing-extensions",7,9,https://github.com/wasi-master/rich-rst
976,hatch,11319847,success,5,"-typeshed,backports,editables,lxml,setuptools",25,23,https://github.com/pypa/hatch
977,pycares,11312361,success,2,"-cffi-backend,setuptools",5,2,https://github.com/saghul/pycares
978,bandit,11283827,success,6,"configparser,git,jschema-to-python,sarif-om,setuptools,tomli",11,7,https://github.com/PyCQA/bandit
979,ciso8601,11247887,success,4,"metomi,packaging,pytz,setuptools",6,3,https://github.com/closeio/ciso8601
980,mkdocs,11247523,success,5,"hatchling,lunr,setuptools,typing-extensions,yaml-env-tag",20,33,https://github.com/mkdocs/mkdocs
981,azure-data-tables,11215764,success,7,"checkers,dotenv,github,jsondiff,markdown,python-dateutil,subprocess32",40,87,https://github.com/Azure/azure-sdk-for-python
982,faiss-cpu,11189861,success,12,"adjusttext,datasets-fb,faiss,h5py,matplotlib,pyyaml,rmm,scann,scipy,setuptools,submitit,tqdm",23,2,https://github.com/facebookresearch/faiss
983,atlassian-python-api,11146991,success,1,setuptools,11,28,https://github.com/atlassian-api/atlassian-python-api
984,azure-nspkg,11129099,success,7,"checkers,dotenv,github,jsondiff,markdown,python-dateutil,subprocess32",40,87,https://github.com/Azure/azure-sdk-for-python
985,types-redis,11084548,success,1,urllib3,5,9,https://github.com/typeshed-internal/stub_uploader
986,python-pptx,11060257,success,0,,7,20,https://github.com/scanny/python-pptx
987,types-cffi,11054209,success,1,urllib3,5,9,https://github.com/typeshed-internal/stub_uploader
988,html5validator,11051897,success,2,"pyyaml,setuptools",4,0,https://github.com/svenkreiss/html5validator
989,jsondiff,11045022,success,1,setuptools,3,5,https://github.com/xlwings/jsondiff
990,geopandas,11009856,success,2,"branca,rasterio",22,29,https://github.com/geopandas/geopandas
991,azure-kusto-data,10994029,success,4,"azure,numpy,opentelemetry,urllib3",15,20,https://github.com/Azure/azure-kusto-python
992,types-pyopenssl,10993718,success,1,urllib3,5,9,https://github.com/typeshed-internal/stub_uploader
993,python-socketio,10992118,success,10,"aio-pika,aioredis,engineio,eventlet,gevent,kafka,kombu,msgpack,redis,valkey",12,8,https://github.com/miguelgrinberg/python-socketio
994,diff-cover,10974492,success,0,,6,5,https://github.com/Bachmann1234/diff-cover
995,monotonic,10934925,success,2,"distutils,setuptools",2,0,https://github.com/atdt/monotonic
996,av,10910685,success,4,"cython,numpy,pillow,setuptools",5,0,https://github.com/PyAV-Org/PyAV
997,pytest-django,10859964,success,3,"-pytest,configurations,django",4,1,https://github.com/pytest-dev/pytest-django
998,pywin32-ctypes,10848464,success,1,setuptools,3,0,https://github.com/enthought/pywin32-ctypes
999,tree-sitter-languages,10848001,success,3,"cython,setuptools,tree-sitter",3,0,https://github.com/grantjenks/py-tree-sitter-languages
1000,azure-storage-common,10839617,success,5,"cstringio,pip,setuptools,urllib2,urlparse",11,8,https://github.com/Azure/azure-storage-python
